instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp_day,atemp_day,hum_day,windspeed_day,casual,registered,cnt_day,hr,temp_hour,atemp_hour,hum_hour,windspeed_hour,cnt_hour
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,5,0.54,0.5152,0.56,0.3284,26.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,6,0.54,0.5152,0.56,0.2985,113.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,7,0.56,0.5303,0.52,0.4179,365.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,8,0.58,0.5455,0.49,0.3881,486.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,9,0.62,0.6212,0.46,0.194,193.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,10,0.62,0.6212,0.46,0.2239,130.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,11,0.64,0.6212,0.41,0.2836,143.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,12,0.64,0.6212,0.41,0.3582,169.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,13,0.64,0.6212,0.44,0.2239,209.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,15,0.64,0.6212,0.47,0.1642,178.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,16,0.68,0.6364,0.41,0.194,330.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,18,0.62,0.6212,0.51,0.3284,538.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,19,0.64,0.6212,0.5,0.3582,386.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,20,0.6,0.6212,0.56,0.1642,297.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,21,0.6,0.6212,0.56,0.2985,243.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,22,0.58,0.5455,0.6,0.2239,188.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,23,0.56,0.5303,0.68,0.2239,110.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,0,0.56,0.5303,0.64,0.3582,52.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,1,0.54,0.5152,0.64,0.2836,14.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,2,0.52,0.5,0.63,0.2239,9.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,3,0.5,0.4848,0.68,0.2537,1.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,4,0.5,0.4848,0.63,0.2836,4.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,5,0.48,0.4697,0.67,0.2836,21.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,6,0.5,0.4848,0.63,0.2537,121.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,7,0.54,0.5152,0.6,0.1343,370.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,8,0.58,0.5455,0.53,0.1343,498.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,9,0.6,0.6212,0.49,0.0,207.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,10,0.64,0.6212,0.47,0.1642,135.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,11,0.68,0.6364,0.36,0.0,164.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,12,0.7,0.6364,0.34,0.2239,211.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,13,0.74,0.6515,0.28,0.2836,189.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,14,0.74,0.6515,0.28,0.0,178.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,15,0.76,0.6667,0.27,0.0,164.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,16,0.76,0.6667,0.27,0.1343,312.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,17,0.74,0.6515,0.28,0.1045,638.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,18,0.72,0.6515,0.32,0.1343,607.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,19,0.7,0.6364,0.37,0.2836,416.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,20,0.66,0.6212,0.44,0.1642,330.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,21,0.64,0.6212,0.47,0.2239,257.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,22,0.62,0.6212,0.5,0.1045,175.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,23,0.62,0.6212,0.53,0.0,107.0
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,3,0.56,0.5303,0.73,0.0896,4.0
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,4,0.56,0.5303,0.68,0.1045,6.0
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,8,0.6,0.5909,0.69,0.1343,388.0
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,9,0.62,0.6061,0.65,0.194,261.0
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,10,0.66,0.6212,0.61,0.2537,121.0
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,11,0.68,0.6364,0.61,0.2985,150.0
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,13,0.72,0.6667,0.54,0.2537,151.0
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,14,0.72,0.6667,0.54,0.3284,153.0
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,15,0.7,0.6515,0.61,0.2985,159.0
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,17,0.64,0.5909,0.78,0.1045,272.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,0,0.56,0.5303,0.88,0.0896,24.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,1,0.56,0.5303,0.94,0.1343,23.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,2,0.56,0.5303,0.94,0.1045,13.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,3,0.56,0.5303,0.94,0.1045,6.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,4,0.54,0.5152,0.94,0.1343,6.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,5,0.54,0.5152,1.0,0.0,13.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,6,0.56,0.5303,0.94,0.0,97.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,7,0.6,0.5606,0.83,0.0,250.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,9,0.7,0.6515,0.58,0.194,224.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,10,0.7,0.6515,0.58,0.194,170.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,11,0.68,0.6364,0.69,0.2537,181.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,12,0.7,0.6515,0.65,0.2537,243.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,13,0.74,0.6818,0.62,0.2836,204.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,14,0.76,0.697,0.52,0.194,215.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,15,0.78,0.697,0.43,0.2239,243.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,16,0.76,0.6818,0.45,0.1642,355.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,20,0.64,0.5909,0.78,0.1045,232.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,21,0.64,0.5909,0.78,0.0896,208.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,22,0.62,0.5606,0.88,0.1343,175.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,23,0.62,0.5758,0.83,0.1343,178.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,0,0.62,0.5606,0.88,0.1343,104.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,1,0.62,0.5758,0.83,0.1045,95.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,2,0.6,0.5455,0.88,0.0,53.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,3,0.6,0.5455,0.88,0.0896,20.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,4,0.6,0.5455,0.88,0.0896,5.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,5,0.62,0.5758,0.83,0.0,7.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,6,0.62,0.5758,0.83,0.1045,27.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,7,0.64,0.5909,0.78,0.1343,57.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,8,0.66,0.6061,0.78,0.0896,131.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,9,0.7,0.6515,0.61,0.2239,218.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,10,0.72,0.6818,0.62,0.194,244.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,11,0.72,0.6818,0.62,0.1343,404.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,12,0.74,0.697,0.66,0.0896,420.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,13,0.76,0.697,0.55,0.0,327.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,1,0.7,0.6515,0.65,0.0896,76.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,3,0.66,0.6061,0.78,0.1343,30.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,4,0.66,0.6212,0.74,0.1343,17.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,5,0.66,0.6061,0.78,0.0,19.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,6,0.66,0.6061,0.78,0.1642,33.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,7,0.66,0.6061,0.78,0.1642,71.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,9,0.68,0.6364,0.74,0.1045,169.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,10,0.7,0.6515,0.61,0.1045,244.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,11,0.72,0.6667,0.58,0.0896,377.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,12,0.74,0.6818,0.55,0.0896,396.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,13,0.74,0.6667,0.51,0.0,363.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,15,0.74,0.6818,0.55,0.1045,362.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,16,0.76,0.6818,0.48,0.0,378.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,18,0.74,0.6818,0.58,0.0896,296.0
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,9,0.6,0.5758,0.78,0.2537,219.0
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,10,0.6,0.5758,0.78,0.2537,91.0
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,11,0.6,0.5758,0.78,0.1045,94.0
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,12,0.62,0.6061,0.69,0.1045,162.0
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,22,0.64,0.6061,0.73,0.2239,130.0
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,4,0.6,0.5455,0.88,0.1045,9.0
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,5,0.6,0.5455,0.88,0.1343,25.0
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,6,0.6,0.5455,0.88,0.1343,115.0
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,7,0.6,0.5152,0.94,0.0,309.0
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,8,0.62,0.5606,0.88,0.1045,401.0
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,9,0.62,0.5606,0.88,0.2537,275.0
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,10,0.64,0.5758,0.83,0.194,161.0
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,18,0.76,0.7273,0.7,0.2537,536.0
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,19,0.74,0.7121,0.74,0.2239,425.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,0,0.66,0.6061,0.78,0.194,33.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,1,0.66,0.6061,0.78,0.1343,21.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,2,0.66,0.6061,0.78,0.0,7.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,3,0.66,0.6061,0.78,0.1343,7.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,4,0.64,0.5758,0.83,0.0,11.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,5,0.64,0.5758,0.89,0.0,23.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,6,0.66,0.6061,0.83,0.0,122.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,7,0.7,0.6667,0.79,0.0,311.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,8,0.72,0.697,0.74,0.1045,423.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,9,0.72,0.697,0.79,0.1642,219.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,10,0.74,0.697,0.7,0.2537,135.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,11,0.74,0.697,0.7,0.1642,145.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,20,0.74,0.7121,0.74,0.1343,282.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,21,0.74,0.7121,0.79,0.1642,247.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,3,0.72,0.697,0.74,0.1642,5.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,4,0.7,0.6667,0.79,0.1343,7.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,7,0.72,0.697,0.74,0.1343,327.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,8,0.74,0.697,0.7,0.194,432.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,9,0.74,0.697,0.7,0.1343,227.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,10,0.76,0.7273,0.66,0.1343,127.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,12,0.76,0.7273,0.66,0.2836,160.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,13,0.76,0.7121,0.62,0.2836,186.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,14,0.76,0.7273,0.66,0.2985,149.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,15,0.76,0.697,0.52,0.3582,189.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,16,0.74,0.6818,0.62,0.2985,275.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,17,0.72,0.6818,0.7,0.3582,569.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,22,0.7,0.6667,0.74,0.2239,162.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,0,0.68,0.6364,0.79,0.194,63.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,1,0.66,0.6061,0.83,0.3284,28.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,0.66,0.6061,0.83,0.3284,14.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,3,0.66,0.6061,0.83,0.1642,5.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,4,0.66,0.6061,0.83,0.0896,9.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,5,0.64,0.5758,0.89,0.0896,20.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,6,0.66,0.6061,0.83,0.1343,91.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,8,0.7,0.6667,0.74,0.2239,466.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,9,0.74,0.6818,0.62,0.1343,231.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,10,0.8,0.7273,0.43,0.2836,145.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,11,0.8,0.7121,0.38,0.3284,203.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,12,0.8,0.7121,0.41,0.2836,201.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,13,0.8,0.7121,0.36,0.2239,221.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,14,0.78,0.697,0.43,0.2836,229.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,15,0.82,0.7273,0.34,0.3881,216.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,16,0.8,0.697,0.33,0.4179,327.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,17,0.76,0.6667,0.37,0.2537,557.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,18,0.76,0.6667,0.37,0.2985,452.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,19,0.74,0.6515,0.4,0.2239,385.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,20,0.72,0.6515,0.45,0.1642,288.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,21,0.7,0.6515,0.48,0.1343,233.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,22,0.7,0.6515,0.48,0.0,167.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,23,0.68,0.6364,0.51,0.1343,172.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,0,0.68,0.6364,0.47,0.1642,116.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,1,0.66,0.6212,0.5,0.1642,95.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,3,0.64,0.6212,0.57,0.194,39.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,4,0.64,0.6212,0.57,0.194,11.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,5,0.62,0.6061,0.61,0.1343,14.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,6,0.64,0.6212,0.57,0.2239,29.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,7,0.64,0.6212,0.57,0.2836,42.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,8,0.7,0.6515,0.48,0.2537,112.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,9,0.72,0.6515,0.45,0.2537,186.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,10,0.72,0.6515,0.45,0.194,302.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,11,0.74,0.6667,0.42,0.0,331.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,12,0.74,0.6515,0.4,0.2836,392.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,13,0.74,0.6515,0.4,0.2836,371.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,14,0.74,0.6667,0.45,0.2985,383.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,15,0.74,0.6667,0.45,0.0,392.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,16,0.76,0.6818,0.43,0.2985,410.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,17,0.74,0.6667,0.42,0.2239,399.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,18,0.72,0.6515,0.45,0.2537,307.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,19,0.72,0.6667,0.48,0.2836,375.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,20,0.7,0.6515,0.48,0.194,269.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,21,0.68,0.6364,0.51,0.1642,202.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,22,0.68,0.6364,0.47,0.194,187.0
